Id,SalePrice
1580,187627.56221351994
1581,148807.28630731037
1582,128896.0068261607
1583,312122.8621851982
1584,228115.3719308301
1585,141954.80035657552
1586,61191.75384198781
1587,99817.82605809548
1588,149755.9261357507
1589,100067.62390062328
1590,133854.39493996918
1591,103257.44904352598
1592,123086.63509250116
1593,120645.29272456486
1594,143617.27627697997
1595,115032.08883132465
1596,251305.7349690934
1597,177294.81352682857
1598,185217.72051269037
1599,154999.49638608558
1600,172837.37018319726
1601,63090.09457483055
1602,117432.91411742469
1603,88556.09845990122
1604,286412.9412464623
1605,234698.05280936215
1606,171547.97597663177
1607,161463.20711537477
1608,208005.2167680049
1609,197474.61181551547
1610,164900.01246013556
1611,140187.18179101788
1612,160917.43323684178
1613,162344.05781924908
1614,117596.96844139612
1615,90497.09911327987
1616,76100.19594699105
1617,88587.65120075564
1618,130102.78649391499
1619,139083.77604771458
1620,158545.79710233293
1621,137390.1286370009
1622,148941.21452080342
1623,281510.1804214996
1624,218250.1508278776
1625,114268.54368728388
1626,159372.1670733251
1627,190474.70981091613
1628,264183.4455227453
1629,170017.40242007052
1630,398700.1469397113
1631,215668.14481491604
1632,240084.44015249162
1633,167956.01823860192
1634,194822.36024367833
1635,181738.04414840994
1636,163170.5976157451
1637,183259.42506486294
1638,184349.83306875557
1639,190182.2027119826
1640,260148.27106536485
1641,191700.76534135465
1642,235667.886635232
1643,222265.46198272659
1644,228259.17038473763
1645,184659.0940734459
1646,159655.05072973325
1647,152687.4117008969
1648,130595.58627284857
1649,137290.1789078366
1650,119008.64218709852
1651,127525.94804176298
1652,97662.16475994888
1653,102593.22291785902
1654,151336.35820410814
1655,140704.53181891653
1656,146199.41161227386
1657,149460.00337367284
1658,150175.36542577608
1659,122914.06747043952
1660,152493.43348822018
1661,484703.4489162292
1662,371153.5244570381
1663,379308.2311372495
1664,507618.26349048706
1665,300970.81485799345
1666,338453.02972711204
1667,396072.2053170151
1668,344105.9595112008
1669,312027.7294736046
1670,342897.6495320469
1671,261815.95366413821
1672,485217.52840185724
1673,300003.61058526445
1674,248183.2803839371
1675,197555.10128115778
1676,197746.21263846074
1677,223220.69681619413
1678,447093.4669807009
1679,419626.09074171714
1680,337220.21807592723
1681,242126.8926061324
1682,303824.2070625173
1683,179407.060818853
1684,168367.29578860686
1685,175823.08411813868
1686,170083.59197516565
1687,168351.54258442693
1688,189369.50682353877
1689,185802.88519706423
1690,186232.29825869715
1691,170879.81689095934
1692,254552.31127749337
1693,164932.23901458687
1694,179349.62006131723
1695,168961.34380185115
1696,281703.3547807863
1697,168327.39741488805
1698,392918.32808880124
1699,326869.37670906767
1700,242821.6876190289
1701,273421.96884415124
1702,242080.07246800294
1703,252728.3505932095
1704,308242.33491336333
1705,219935.76784995495
1706,481494.5170613341
1707,215570.2607597067
1708,213710.44974943707
1709,264806.987465999
1710,227808.3854347095
1711,243893.3039835812
1712,254606.85150029854
1713,255847.18459632993
1714,225616.00680333684
1715,201754.18244444978
1716,191935.33585980817
1717,158031.66554617308
1718,144878.1662340009
1719,196101.23026956976
1720,253557.3246707668
1721,157050.28220142314
1722,124875.94738747668
1723,160464.9788509901
1724,215735.08554227563
1725,226689.69606469496
1726,196079.40402067878
1727,165036.12249818182
1728,186227.5615007547
1729,167000.88635891536
1730,147803.20524774466
1731,128886.12250441615
1732,127813.2518226964
1733,113988.46641618399
1734,120050.33807892649
1735,131623.2125282765
1736,121055.19628122116
1737,410063.96324689843
1738,214524.29986991364
1739,294520.55117834645
1740,221837.10758085398
1741,186874.2936271617
1742,169476.78686374967
1743,176107.28874957966
1744,292714.0361595629
1745,213562.7140589704
1746,211965.1403090062
1747,214187.00464179358
1748,228959.15704850006
1749,158020.12888583366
1750,137017.74173208937
1751,244306.15129758598
1752,120779.97746817437
1753,133968.9409403693
1754,177580.23647170461
1755,172278.82004494045
1756,135313.96163725908
1757,124663.49601609969
1758,145079.59203183991
1759,153958.7227030541
1760,158935.12909082495
1761,141799.49865298212
1762,180434.57773459726
1763,167298.72081924215
1764,125836.30671896426
1765,175934.10747978854
1766,169958.3493099251
1767,253297.69865430144
1768,148278.25328033927
1769,177162.31944993106
1770,154534.84886553034
1771,135966.75616296733
1772,143116.0217929222
1773,140804.57732466114
1774,133623.85087409584
1775,138961.94426694151
1776,121318.87921633237
1777,119019.79593000545
1778,138722.94669083087
1779,112033.63500410262
1780,172640.6640026974
1781,124621.42512172897
1782,91226.72024929695
1783,138276.93475324597
1784,108367.98050434691
1785,118614.17818539024
1786,123115.80836724055
1787,155356.13572512715
1788,53258.08843353995
1789,83785.0881472447
1790,72344.2644012249
1791,174388.0537776119
1792,171751.49055895474
1793,134419.71216833615
1794,156502.0032719554
1795,138121.4708739663
1796,123845.22551320944
1797,114292.7640988816
1798,128083.46374178173
1799,109104.71761188102
1800,135130.59906847755
1801,133026.04690283907
1802,123004.8562808527
1803,150179.4367180975
1804,148423.67048140743
1805,135078.43815747826
1806,122159.21589948106
1807,119816.21413487472
1808,114802.2978157162
1809,120671.91294235601
1810,141795.29951604325
1811,111827.22259879773
1812,98057.07386422773
1813,125438.48455825582
1814,96434.45830151459
1815,55637.48801247853
1816,107959.07870332143
1817,102052.31687968301
1818,143994.86391433692
1819,131350.35752089598
1820,64025.130896777955
1821,103277.33921280185
1822,149462.04373510438
1823,53615.61355285115
1824,136872.5950594602
1825,130190.49905216687
1826,104057.27291202516
1827,101289.21555881896
1828,142272.34635567796
1829,111705.58735828861
1830,134406.41004931572
1831,141744.93334001605
1832,103468.1418082854
1833,136612.6300537992
1834,119395.57903357399
1835,117799.53744848646
1836,136176.65946557437
1837,83752.93648720652
1838,134335.70413326644
1839,90611.37892337702
1840,177111.99567821893
1841,152532.71492879363
1842,80982.45839538124
1843,132607.7850830128
1844,136932.58225613806
1845,144261.0658303596
1846,157224.38139062913
1847,172523.7030510387
1848,57015.30879391911
1849,110154.81485938393
1850,119953.45719328581
1851,157654.50072328272
1852,127094.09160674311
1853,132759.8319702484
1854,156210.93129189216
1855,137063.94002069908
1856,209555.2811691325
1857,146702.0942039704
1858,140695.07459395996
1859,118070.96700564957
1860,144108.46869287358
1861,119015.09677180121
1862,272581.14497038914
1863,255445.2829771143
1864,257027.969245307
1865,306389.9707659769
1866,342269.2429286896
1867,234860.3314662564
1868,288555.7383581521
1869,212656.16366858935
1870,226301.93974511506
1871,258326.88326125545
1872,176870.30757714657
1873,235105.29135303566
1874,142929.10041312853
1875,212333.55775934798
1876,201607.86456706442
1877,216054.22323221702
1878,196484.5664241643
1879,124234.77434879275
1880,140894.53521800388
1881,238665.48866433662
1882,246105.48943345228
1883,197653.12329703866
1884,205894.6960310556
1885,248229.1249979079
1886,275908.902635295
1887,207749.1180945523
1888,274673.72074351
1889,160853.63516609455
1890,138490.40634770907
1891,141207.46207151443
1892,101456.15724236016
1893,128176.2119927956
1894,120915.84021232254
1895,144143.54704420367
1896,122129.35034956264
1897,116801.11709861536
1898,107283.33009340154
1899,139728.4732746812
1900,130638.65187817515
1901,163398.32682693918
1902,140515.71266599183
1903,210302.3466660917
1904,130313.73396477874
1905,206051.4403965125
1906,190497.94233029647
1907,202324.84198412645
1908,119563.33514836161
1909,136584.9564012077
1910,123457.01888011614
1911,205281.30111510513
1912,296964.5007613549
1913,120492.6838222668
1914,65430.048065122865
1915,350773.3108840253
1916,63241.54797599743
1917,246131.94522861677
1918,138019.77673077193
1919,167108.25989760197
1920,147448.8459611596
1921,461981.17816365045
1922,335371.64070665214
1923,201874.0345300745
1924,245132.83921703848
1925,206052.55841835382
1926,399536.94656677864
1927,136188.85050684548
1928,163138.24695052707
1929,127628.20788342436
1930,135712.37330681767
1931,144766.16903795817
1932,142874.08169492902
1933,180746.87002937705
1934,182879.4984497686
1935,178631.88586450744
1936,187691.40616640716
1937,183772.0366459156
1938,175288.57646141088
1939,246936.1905905829
1940,179772.8735575511
1941,176336.79689889244
1942,189445.67220072472
1943,198692.72211566046
1944,358341.45288397657
1945,379181.02396029426
1946,139625.4491678652
1947,351274.6675540882
1948,166950.63824785544
1949,259316.27274173102
1950,177735.50274367203
1951,239513.8695498323
1952,205045.4875393707
1953,163850.39105955255
1954,186678.98579740679
1955,127776.42544616111
1956,348172.2688799411
1957,145086.10854331162
1958,300354.5490193382
1959,134270.47631663404
1960,115363.11728189024
1961,114544.66398944998
1962,99320.12591281634
1963,102653.89892570648
1964,112513.92478421124
1965,146699.26719171565
1966,134290.4926180787
1967,294306.6147872751
1968,490121.4588886274
1969,373696.0916784087
1970,465586.87996067933
1971,445048.28079995106
1972,380647.8035978051
1973,248322.38936250558
1974,330682.0958962259
1975,501263.87344964716
1976,252823.08092311324
1977,397147.3391202225
1978,398688.8168670431
1979,315720.75210698886
1980,193597.29838523653
1981,338321.1046026488
1982,232543.34775667734
1983,204028.3914293815
1984,166465.98161009504
1985,220033.86917302528
1986,206353.20558442597
1987,180563.8302174569
1988,181127.07683817644
1989,185831.5629129249
1990,219055.91990147845
1991,248308.46502403775
1992,204511.8936482785
1993,172751.9308956133
1994,238268.01525858097
1995,181567.36025250223
1996,250861.52957806774
1997,294097.8341186587
1998,373008.19027221086
1999,253202.01985055444
2000,307411.3916118833
2001,244480.0666148081
2002,235780.62604507201
2003,283140.45610342803
2004,277909.0097348715
2005,215656.50133574347
2006,227964.42815197143
2007,248435.4967377105
2008,205425.01435241525
2009,195840.73650488045
2010,187419.5597752357
2011,149243.576482543
2012,181296.36843448447
2013,185881.0250407344
2014,185859.98037814797
2015,191586.7301902138
2016,201519.1996350518
2017,198892.83776674376
2018,126846.77718055877
2019,132690.7688844402
2020,110811.24042915602
2021,107606.11190691577
2022,175522.54272259
2023,146120.96256967532
2024,251856.37860277123
2025,330235.44221445
2026,169929.16634890134
2027,154498.98203007987
2028,152283.81678472966
2029,172005.74345350204
2030,278500.73481352837
2031,235479.6444056306
2032,266798.3524395242
2033,278036.5561795933
2034,161025.09172224428
2035,210317.32737092674
2036,184294.13688638093
2037,189009.76442539354
2038,309180.4908031322
2039,205932.43988482113
2040,272678.32869032264
2041,263522.22874359094
2042,203620.68155523832
2043,163683.36888308474
2044,144058.8834883053
2045,209952.30674468153
2046,130376.72720738794
2047,151886.08402642098
2048,142451.36313802286
2049,122251.4098975563
2050,184361.20636803223
2051,101657.66561144257
2052,121375.74795792642
2053,144082.19862137357
2054,92769.30296603985
2055,160094.3822748438
2056,144323.5436710775
2057,125199.73809779964
2058,244436.12482666373
2059,131913.83684263742
2060,163546.2819046833
2061,169412.6813184065
2062,131452.96389584005
2063,111297.50134206719
2064,143428.0893417723
2065,115007.15591745429
2066,167421.21289068632
2067,109321.90811656605
2068,135364.09747595777
2069,77173.88490331391
2070,116457.5772857203
2071,88683.95416836216
2072,132521.97802823753
2073,144688.14804683308
2074,170685.89913696487
2075,147298.40898354904
2076,104726.40080585594
2077,150270.88486548717
2078,130150.23719090804
2079,135547.4103508077
2080,126765.36301504493
2081,131231.69311178706
2082,135897.9540047529
2083,142510.36431689598
2084,113101.91719952581
2085,124316.02545312776
2086,99484.62483096005
2087,132254.8283923322
2088,97287.02765421303
2089,74688.35319452645
2090,127576.96363001218
2091,123952.12753268912
2092,126440.23140876561
2093,129338.92170349027
2094,104811.67474586375
2095,152380.45204999414
2096,74990.52064918798
2097,95833.2723239098
2098,149927.08433007152
2099,57041.14372074461
2100,95783.02025849446
2101,127808.27723009489
2102,126018.42995606885
2103,106712.74635015501
2104,130816.51596812185
2105,128533.34474374543
2106,69141.03344140777
2107,219069.38463467648
2108,118193.0047322897
2109,116136.89372586005
2110,140400.7206011191
2111,141624.954923181
2112,150841.98996494533
2113,117350.52416916813
2114,102953.81511559377
2115,170979.54710984835
2116,114939.70742994458
2117,150268.12200008152
2118,124256.58221439885
2119,98029.36410550805
2120,113824.99313304108
2121,86029.27722285979
2122,122569.00123630854
2123,77330.00582229267
2124,155805.1985954621
2125,127853.0467057428
2126,137195.02985493842
2127,152310.21664233395
2128,129156.50063727965
2129,101648.89361649525
2130,142491.75241146382
2131,136068.07158495503
2132,111623.55776701923
2133,126318.93634629415
2134,126539.64937449404
2135,95627.70259953506
2136,69762.52789125385
2137,109477.23851202265
2138,136430.35759208488
2139,153841.29594967
2140,138997.51841143396
2141,154139.29611580688
2142,133288.3134998119
2143,147540.15821851473
2144,127361.31082539845
2145,131645.8819196448
2146,156307.18827002723
2147,150026.82335473012
2148,127646.99746943738
2149,144272.48478441295
2150,242267.34697361776
2151,103029.3671863745
2152,189944.70552123143
2153,156118.0080560921
2154,110957.76044289967
2155,144340.51355732858
2156,256856.6643956036
2157,223245.2169847866
2158,234560.17236647554
2159,212279.9933805143
2160,167011.28048243924
2161,243418.63500562418
2162,386558.33179879957
2163,346402.0605753611
2164,246423.76921984038
2165,198332.74602470023
2166,149367.38850303864
2167,214002.37517598926
2168,213666.59083074532
2169,190538.37093661728
2170,225453.71173185692
2171,154210.26945697606
2172,122412.54585590381
2173,164813.2225238488
2174,224198.3324414643
2175,291056.21661707526
2176,334379.0871376288
2177,230655.2419591658
2178,213000.75935187182
2179,141723.86333328142
2180,260298.16839373473
2181,182555.79366386178
2182,241138.43983856408
2183,198573.36504151273
2184,123782.64180874533
2185,116828.26867415314
2186,145936.71969974283
2187,160461.697554751
2188,156530.6929525129
2189,224525.2585929568
2190,81375.53227441903
2191,82675.54394206266
2192,92464.94672958729
2193,98859.9714656807
2194,104428.51333154872
2195,111187.85579922803
2196,107049.9619175912
2197,117380.26451949704
2198,174998.98358960767
2199,170597.59939465945
2200,139655.19789636476
2201,133345.90738790782
2202,187233.3146563902
2203,149667.53916696607
2204,181107.69363950117
2205,114960.53845702144
2206,130404.88159336419
2207,205850.48102723702
2208,250388.27173710024
2209,212503.15920042156
2210,121123.63916037488
2211,111679.22388970887
2212,120295.05022248944
2213,109872.2632482214
2214,137145.0504596811
2215,110408.22419575817
2216,153753.95367750127
2217,67116.00670504976
2218,83212.76303956693
2219,79263.11722317035
2220,76486.26957063623
2221,350005.9995969558
2222,270214.76974215586
2223,272752.411474308
2224,201295.19363815768
2225,134837.40746835625
2226,190126.24111564804
2227,216871.25373886098
2228,312870.9042679026
2229,253317.5536064239
2230,168797.23273263263
2231,211350.00172315052
2232,191969.81722005224
2233,185029.2761697097
2234,248800.39536347557
2235,238873.60959631836
2236,277893.61371619976
2237,338947.87809974543
2238,204705.79030097616
2239,111340.61720464382
2240,154969.18282099182
2241,150995.5994161715
2242,128219.7521901493
2243,122478.4777256079
2244,114492.458199558
2245,103547.74763325027
2246,143440.3516352115
2247,108818.26870193731
2248,130013.79068643323
2249,118101.5090907104
2250,137429.623523004
2251,99630.38851422265
2252,168892.2080313285
2253,161396.1296922082
2254,178941.27036397095
2255,198106.4860909551
2256,180338.9015370841
2257,198968.1267399991
2258,170725.35396385667
2259,174423.578507487
2260,142762.96363955544
2261,170757.5462964887
2262,195237.50011676643
2263,362652.81872090197
2264,448066.32624374045
2265,156300.2667537029
2266,324623.3452375523
2267,340489.2420106351
2268,371231.3250437475
2269,148563.7284329666
2270,178329.26846955254
2271,204979.75942585745
2272,190105.1928755135
2273,171693.2099002432
2274,187411.11500369367
2275,172464.2666144691
2276,181993.18342838806
2277,179284.2920845183
2278,146331.08095777966
2279,129224.03091693217
2280,112662.13992176871
2281,178798.96439146766
2282,198209.69548798865
2283,101655.17626400136
2284,106895.01309735538
2285,137442.3968149548
2286,127072.2288824321
2287,342216.13142145507
2288,254186.4100378222
2289,415843.4616156668
2290,438179.8057730946
2291,312859.9572720703
2292,416726.2020869017
2293,479974.4807678763
2294,425708.81904411095
2295,463745.8880539193
2296,267023.9060086476
2297,313442.76983485156
2298,316318.7901256759
2299,404324.7121513003
2300,309395.42519723444
2301,267243.10875981714
2302,235194.66649579877
2303,242731.70646345173
2304,251003.53502582095
2305,191786.61515918936
2306,191609.85058800576
2307,189647.3677634757
2308,226088.62526395958
2309,286415.9788051072
2310,202275.17627034523
2311,199707.09241478954
2312,184370.15500976908
2313,175181.74352373116
2314,173011.64744133395
2315,177983.23541646532
2316,186717.25781332364
2317,182744.84272913748
2318,179241.12677022794
2319,180166.63225226838
2320,190827.95204111264
2321,259093.19952249798
2322,169514.76607619255
2323,174615.9503861948
2324,167433.40173609534
2325,201348.67436434925
2326,166867.15808291748
2327,207984.4069255253
2328,231190.4476968944
2329,187082.24959074467
2330,181512.40509439586
2331,408884.79552195856
2332,414603.2875065912
2333,311876.08162453875
2334,245382.60972913657
2335,253078.29719075252
2336,331228.4375076212
2337,218794.24007285503
2338,285722.798641842
2339,226829.66298526226
2340,394106.9331464936
2341,230898.94297695224
2342,242537.12661245253
2343,221896.39091034516
2344,217782.14252603738
2345,249862.02069827158
2346,217963.6502845082
2347,205356.72333402064
2348,233873.4699365564
2349,198368.7117129154
2350,275752.1352317846
2351,264884.67998252856
2352,245615.69228835474
2353,240405.42029419253
2354,133109.1216897655
2355,138256.19991982242
2356,153116.84815487266
2357,197857.45792414015
2358,200295.88080529796
2359,127313.19676089461
2360,122103.59979977112
2361,143643.24975274265
2362,267951.60487398994
2363,139439.4603897341
2364,149050.58705055056
2365,241472.91144667304
2366,187881.51469428727
2367,240812.72049646857
2368,222964.99208650537
2369,231040.62791263318
2370,171121.75522089686
2371,172040.77399390415
2372,194849.1383114924
2373,291152.87324103445
2374,278211.07070733415
2375,254739.16930638003
2376,341273.3876775842
2377,379397.37725268805
2378,143203.2387138092
2379,197881.340637938
2380,152429.90095202118
2381,165499.05666820006
2382,195665.17969888455
2383,198212.1683789617
2384,226575.71263772447
2385,153518.2120963009
2386,135839.0092588585
2387,137567.1938353614
2388,88680.7664196395
2389,118394.12733645808
2390,144137.05655058968
2391,137896.16697538493
2392,117819.6800572766
2393,158104.5637869966
2394,149744.51739402223
2395,195510.48929824535
2396,151629.29965818868
2397,201206.24910687856
2398,128376.90897266015
2399,55221.55460549219
2400,57926.053116825584
2401,115343.07107859537
2402,136519.5274321398
2403,127927.10856275579
2404,159298.5529216663
2405,159976.59197485252
2406,141248.86617201945
2407,128780.16164350847
2408,142133.8588822274
2409,129433.22646487504
2410,162690.22215412202
2411,122454.01727400934
2412,165330.26386240573
2413,127533.85464389226
2414,143745.08420779087
2415,119154.13584306586
2416,118428.85279275927
2417,139141.30351804607
2418,132915.18116659037
2419,125197.19614620619
2420,125896.40581094423
2421,154845.1720087596
2422,116814.32226379536
2423,118775.72206821202
2424,138428.4898398525
2425,194634.68330787838
2426,139056.79121490108
2427,140108.39946535567
2428,163809.77491363353
2429,116604.53570125767
2430,128724.71308783966
2431,111791.60458636736
2432,138503.9012794763
2433,146358.15910466225
2434,139325.15207811262
2435,152573.73261735466
2436,101131.21819069287
2437,113569.49551860904
2438,125931.32066383248
2439,112034.2746885712
2440,121490.69259001422
2441,86048.49296995484
2442,92352.26730456154
2443,122848.72934480544
2444,119933.32437318099
2445,84895.9109401318
2446,129221.0843364544
2447,150799.69060866328
2448,136950.1517990588
2449,107540.86246725271
2450,145879.93218190156
2451,117517.34164653039
2452,211971.8677740842
2453,95390.35323754026
2454,130779.54663246221
2455,115232.832633566
2456,134088.42476482474
2457,119320.57411919182
2458,114809.24865731108
2459,111202.28135130895
2460,134031.7133986908
2461,120251.27963282213
2462,137597.51290519937
2463,122610.52980356381
2464,171580.47042342275
2465,132814.6994017949
2466,122045.36620617379
2467,119064.95226987088
2468,68602.0806771335
2469,82510.82800771762
2470,200603.9912080023
2471,196169.11058195008
2472,139776.7310596324
2473,126858.60566884048
2474,85262.36890327702
2475,232621.44343361031
2476,118297.72768782245
2477,131468.85821943788
2478,141942.2371409172
2479,103329.56050413217
2480,151990.75623781382
2481,123326.532355231
2482,129870.95986899083
2483,115224.4174555281
2484,128584.06682580331
2485,125242.20477102569
2486,161267.06855482105
2487,176762.65035750956
2488,139426.63435508645
2489,143737.86421153223
2490,152790.6296266202
2491,83581.58701106276
2492,190853.95996954708
2493,143348.5862410963
2494,160367.5791596978
2495,81102.71095545791
2496,274497.1172334436
2497,150080.41954542056
2498,106325.20563961116
2499,80531.5327507339
2500,127809.87307867341
2501,133246.48507289423
2502,152318.2527172558
2503,102063.28488551544
2504,188017.1869620056
2505,222018.45366617272
2506,256073.64938202823
2507,300491.9388647731
2508,256242.2599932775
2509,218202.227017267
2510,229887.85927007388
2511,181776.48984851572
2512,202756.62749853544
2513,217062.8888542198
2514,252382.31298928763
2515,145743.06691610228
2516,171933.09157233537
2517,141902.46975887998
2518,137688.02756898844
2519,220904.57966074324
2520,201517.22871665112
2521,188894.99265762657
2522,222449.25609406366
2523,119788.54656846318
2524,141208.68660063768
2525,149796.542984288
2526,132025.20518941927
2527,112326.06957217204
2528,122107.13794575706
2529,136755.94283618583
2530,124232.77406335401
2531,241502.81416909958
2532,224025.67143436195
2533,195972.19341009724
2534,232782.1622438612
2535,289093.4655210116
2536,234385.25528825977
2537,225442.62835117482
2538,181091.2730833622
2539,186807.64172152133
2540,181854.91475032902
2541,179132.50343362606
2542,175122.66395065087
2543,123472.89973895304
2544,120501.20922793697
2545,127603.31613549837
2546,132048.5533453859
2547,139118.54250349983
2548,153945.02158027017
2549,172250.8716646662
2550,288422.57440476737
2551,141743.2269669286
2552,129002.16244109937
2553,81273.44267683015
2554,110736.50571049322
2555,117607.17310594312
2556,105211.13996243771
2557,109393.37869382293
2558,142074.40075435603
2559,143656.534013851
2560,143407.45170886914
2561,111828.56013685362
2562,132262.38085069082
2563,150681.06989562884
2564,199962.896428861
2565,123354.61923942673
2566,160439.70936999226
2567,124955.46257487289
2568,206525.82519863415
2569,209211.8691002669
2570,121507.71694789726
2571,171484.33618756806
2572,137091.64739997263
2573,230360.302895835
2574,265688.93434315315
2575,120338.03693999533
2576,126198.6956586787
2577,145287.8861474496
2578,82213.12883109672
2579,78678.05861608939
2580,123510.19271474182
2581,121579.69743469037
2582,118945.20469675398
2583,285986.0406361633
2584,175897.21628655604
2585,190279.1778519055
2586,204390.0709403973
2587,192745.1246866881
2588,144644.93032694978
2589,147440.5003725245
2590,228214.15083270997
2591,201423.50385228609
2592,210022.39192417252
2593,253633.4544079855
2594,178401.47265634022
2595,194838.0219613582
2596,357137.6592831732
2597,203322.458050932
2598,289758.6518467081
2599,307035.0544054168
2600,107194.57491245482
2601,147960.7370675695
2602,83624.64159254261
2603,93597.476630598
2604,85307.16709905626
2605,79390.76956781429
2606,149480.26001004633
2607,211778.3373024643
2608,216872.37959293037
2609,162912.81680655133
2610,118154.77950198275
2611,150024.58366794232
2612,150881.3067469286
2613,129882.2389104466
2614,131472.63580572794
2615,145095.59464639134
2616,140073.17761144094
2617,167635.89777919964
2618,192898.33792077954
2619,220673.7059327963
2620,191470.37518572554
2621,177818.12127732893
2622,189970.73909840913
2623,248662.776057022
2624,290680.8593776284
2625,288861.3291497523
2626,170240.9261178174
2627,171910.65602785564
2628,466026.1480572593
2629,505613.4526121721
2630,330204.79599230085
2631,451057.91296291735
2632,472511.0730189939
2633,342396.13101961947
2634,382485.9701398701
2635,162751.788528508
2636,173742.63003838755
2637,167638.1259244932
2638,253200.40913755272
2639,199348.71706556683
2640,154473.1441570068
2641,104423.52111554271
2642,204319.10059138152
2643,96228.31380748998
2644,130654.39127574771
2645,103544.82596098524
2646,92250.11214297704
2647,95465.92647765718
2648,140656.10426262318
2649,149994.60171996802
2650,136163.69506429505
2651,145198.10870615186
2652,455757.31231058843
2653,228265.17531075687
2654,243874.4031917768
2655,383251.9907765758
2656,284737.3918427415
2657,327255.6789056842
2658,291250.197888729
2659,305641.397721776
2660,370726.4937600136
2661,325211.86749847897
2662,343400.15029984666
2663,268526.7675358313
2664,284669.88037286256
2665,311053.0515355273
2666,284575.5787665943
2667,169527.26047416037
2668,174026.64436874667
2669,181104.98193663242
2670,272116.82700827514
2671,177568.46236003283
2672,180883.32019753594
2673,209750.36328236217
2674,195655.30967308104
2675,156090.6367665746
2676,182734.6407385714
2677,198292.13230534556
2678,253562.62516161217
2679,266862.24344023346
2680,277394.843518765
2681,429203.1906539108
2682,301829.6061162219
2683,484156.53648401774
2684,335709.4707692104
2685,335414.6352462324
2686,268552.5346344417
2687,308096.0714853467
2688,229668.34141944163
2689,195243.34419110097
2690,433693.8093355754
2691,198329.63775928185
2692,134276.1528467042
2693,192379.43514367635
2694,129385.82079841064
2695,190451.70423852222
2696,186142.74698522183
2697,192891.8534792101
2698,201199.49822233763
2699,183328.57098418745
2700,164078.35597929344
2701,156043.09993145624
2702,121481.9543771837
2703,132906.88197748098
2704,135594.73843917152
2705,117759.21969691181
2706,118899.64524651057
2707,130209.5505327008
2708,124601.84021377016
2709,105711.17744738393
2710,119673.38725298112
2711,270998.46399321104
2712,378029.05187445116
2713,153894.22001791335
2714,151362.95596218412
2715,170669.0032414872
2716,141416.89700126476
2717,160483.01981701996
2718,219437.13683879358
2719,147689.9669432331
2720,167266.50957336547
2721,142245.8210306092
2722,154345.73054423026
2723,132765.21732456557
2724,134160.30580219039
2725,138617.8252597248
2726,148978.68427413475
2727,177273.20905219804
2728,170458.75879084974
2729,157747.1433830709
2730,140855.8601696167
2731,130497.784348582
2732,129327.57294891047
2733,154623.9233301521
2734,132767.29469604214
